,PropertyName,LocationAdvantages,Link
205,Signature Global Solera,"{'Dwarka Expressway': '5.2 Km', 'Chirag Hospital': '5.9 Km', ""Colonel's Central Academy"": '6.8 Km', 'Gurgaon Dreamz Mall': '6.9 Km', 'The NorthCap University': '10.4 Km', 'F9 Go Karting Gurgaon': '10.9 Km', 'SkyJumper Trampoline Park Gurgaon': '12.4 Km', 'Trident Hotel Gurgaon': '15.5 Km', 'Fun N Food Village': '15.9 Km', 'DLF Golf and Country Club': '17.4 Km', 'Indira Gandhi International Airport': '21.8 Km'}",https://www.99acres.com/signature-global-solera-sector-107-gurgaon-npxid-r84159
206,M3M Woodshire,"{'Signum 107': '0.45 Km', 'The Shikshiyan School': '1.9 Km', 'Nora Solomon Medicenter': '2.9Km', 'Najafgarh Jheel Bird Sanctuary': '3.6 Km', 'Skylark Cricket Academy': '3.8 Km', 'Indira Gandhi International Airport': '21.2Km'}",https://www.99acres.com/m3m-woodshire-sector-107-gurgaon-npxid-r5746
207,Vatika India Next Plots,"{'ICICI Bank': 'Close proximity', 'Delhi Ajmer Expressway': 'Located nearby', 'INXT High Street': 'Within reach', 'Cricket Academy': 'Nearby', 'iGrow Montessori': '800 m away', 'Hyatt Regency': '1.7 km away', 'Genesis Hospital': '2.5 km away', 'Miracles Apollo Cradle Hospital': '2.8 km away', ""St. Xavier's High School"": '3.8 km away', 'Aarvy Healthcare Hospital': '5.5 km away', 'Urusvati Museum Of Folklore': '2.9 km away', 'Nakhrola Stadium': '4 km away', 'Vardaan Hospital': '6.5 km away', 'Prakash Hospital': '6.7 km away', 'Aravali Adventure Hill': '8 km away'}",https://www.99acres.com/vatika-india-next-plots-sector-83-gurgaon-npxid-r144209
208,MV Buildcon Precore City,"{'KDM Public School, Sohna': '1.1 Km', 'Sohna Road': '1.3 Km', 'Civil Hospital': '1.7 Km', 'Sohna Bus Stand': '1.7 Km', 'GD Goenka University': '3.5 Km', 'Western Peripheral Expressway': '9.8 Km', 'Damdama Lake': '11 Km'}",https://www.99acres.com/mv-buildcon-precore-city-sohna-gurgaon-npxid-r24666
209,Lion Infra Green Valley,"{'GD Goenka World School': '1.4 KM', 'GD Goenka University, Gurugram': '1.6 KM', 'Badshahpur Sohna Rd Hwy, Raghav Vatika': '3 KM', 'Vardaan Hospital & Trauma Centre': '3.6 KM', 'Discount Department Store': '4.7 KM', 'Indira Gandhi Intl Airport': '35.8 KM'}",https://www.99acres.com/lion-infra-green-valley-sector-35-sohna-gurgaon-npxid-r373089
210,Orchid Petals,"{'shiv Mandir': 'In close proximity', 'HDFC Bank': 'In close proximity', 'Kinder Care Playschool': 'In close proximity', 'Kangaroo Kids Preschool': 'In close proximity', 'Sapphire Mall': 'In close proximity', 'Omaxe City Centre': 'In close proximity', 'BigBazaar': 'In close proximity', 'Radisson Hotel': '5minutes drive', 'Sohna Rd': '5 minutes drive', 'Polaris Hospital': '10 minutes drive', 'SRS Cinemas': '10 minutes drive', 'Medanta Hospital': '10 minutes drive', 'Artemis Hospital': '10 minutes drive'}",https://www.99acres.com/orchid-petals-sector-49-gurgaon-npxid-r12066
211,BPTP Mansions Park Prime,"{'Shiksha Bharti Public School': '2.4 Km', 'VIBGYOR High School': '1.9 Km', 'Gyan Bharti Public School': '1.2 Km', 'Hub 66': '1.6 Km', 'Keshav Pharmacy': '1.2 Km', 'Apollo Pharmacy': '0.9 Km', 'Diamond Public School': '1.1 Km', 'Mother land public school': '1.1 Km', 'HDFC Bank': '0.95 Km', 'Axis Bank': '1.4 Km', 'Govind Hospital': '2.8 Km', 'Kamal Hospital': '3 Km', 'Creative Tennis Academy': '1.2 Km', 'Shanti Tennis Academy': '0.17 Km', 'Lotus Sports Academy': '1 Km'}",https://www.99acres.com/bptp-mansions-park-prime-sector-66-gurgaon-npxid-r800
212,Emaar MGF Palm Terraces,"{'Heritage School': '2 KM', 'ISBM College': '2 KM', 'Ektaa Hospitals': '1.9 KM', 'Sector 55-56 Metro Station': '6.2 KM', 'IGI Airport': '22.8 KM'}",https://www.99acres.com/emaar-mgf-palm-terraces-sector-66-gurgaon-npxid-r816
213,Optimal ultra luxury builder floors,"{'Huda city center': '0.5 km', 'NH8': '0.5 km'}",https://www.99acres.com/optimal-ultra-luxury-builder-floors-south-city-1-gurgaon-npxid-r411007
214,Salcon The Verandas,"{'YES Bank': '350 meters', 'Axis Bank': '300 meters', 'Centrum Plaza': '1.0 kms', 'Shoppers Stop': '1.5 kms', 'State Bank of India': '650 meters', 'Suncity Market': '1.1 kms', 'Sanar International Hospital': '1.7 kms', 'Govt. Model Sanskriti Primary School': '1.0 kms', 'Cyber \u200b\u200bPark': '650 meters', 'IILM School of Management': '1.3 kms', 'Shree Deep Petrol Pump': '3.1 kms', 'Gurugram City Bus Depot': '1.2 kms', 'Starbucks': '130 meters', 'Central Plaza Mall': '2.1 kms', 'Khatu Shyam Mandir': '4.7 kms'}",https://www.99acres.com/salcon-the-verandas-sector-54-gurgaon-npxid-r26644
215,BPTP Park Generations,"{'Suncity School': '750 m', 'Dwarka Expressway': '1.6 Km', 'Gurugram Road': '1.3 Km', 'Sunrise University': '2.7 Km', 'Sethi Hospital': '5.2 Km', 'Gurgaon Dreamz Mall': '6.2 Km', 'Gurgaon Railway Station': '7.8 Km', 'Infinity Business Park': '9.1 Km', 'Indira Gandhi International Airport': '25 Km', 'Nehru Stadium': '6.2 Km'}",https://www.99acres.com/bptp-park-generations-sector-37d-gurgaon-npxid-r1243
216,Zara Aavaas,"{'Mps World School': '0.8 Km', 'Northern Peripheral Road': '3.3 Km', 'Tomar Hospital': '3.5 Km', 'HUDA Mini Golf Course': '6.8 Km', 'F9 Go Karting Gurgaon': '6.9 Km', ""Oyster's Water Park"": '9.4 Km', 'Taj City Centre Hotel': '9.6 Km', 'DPG Institute of Technology': '10.9 Km', 'Ardee Mall': '11.4 Km', 'Indira Gandhi International Airport': '20.2 Km'}",https://www.99acres.com/zara-aavaas-sector-104-gurgaon-npxid-r170643
217,Yashika 104,"{'DPS Sector 103': '750 m', 'Cambridge Montessori Preschool': '2.6 Km', 'Shree Balaji College': '1 Km', 'Sunrise University': '3.7 Km', 'New Water Pond': '400 m', ""Sun's Spa"": '79 m', 'Cool Deck Coffee': '1.6 Km', 'Gurgaon Dreamz Mall': '4.7 Km', 'Shivai Hospital': '1.9 Km', 'Solitaire Banquet Hall': '3.2 Km', 'Huda Park': '3.1 Km', 'Museum of Folk and Tribal Art': '4.2 Km', 'Ajit Stadium Dhanwapur': '700 m', 'IGI Airport': '19.4 Km'}",https://www.99acres.com/yashika-104-sector-104-gurgaon-npxid-r393813
218,Breez Global Heights 89,"{'Sector 86 Road': '550 Meter', 'Dwarka Expy': '3.2 KM', 'Euro International School': '3.3 KM', 'Garhi Harsaru Junction': '4.7 KM', 'Pushpanjali Hospital': '12.6 KM', 'Omaxe Celebration Mall': '15.7 KM', 'Gurugram University': '16.4 KM', 'HUDA Metro Station': '18.8 KM', 'Indira Gandhi Intl Airport': '28.6 KM'}",https://www.99acres.com/breez-global-heights-89-sector-89-gurgaon-npxid-r389823
219,Zara Rossa,"{""Rion's Hospital"": '2.3 KM', 'Nazafgarh - Gurgaon Road': '2.5 KM', 'Dwarka Expy': '2.8 KM', 'GEMS International School': '6.2 KM', 'The NorthCap University': '6.5 KM', 'Dwarka Sector 21 Metro Station': '9 KM', 'Pacific D21 Mall': '9.1 KM', 'Indira Gandhi Intl Airport': '16.7 KM'}",https://www.99acres.com/zara-rossa-sector-112-gurgaon-npxid-r268975
220,Alpha Corp GurgaonOne 84,"{'Cambridge Pre-School': '550 m', 'Euro Int. School': '1.1 km', 'Society Park': '1.4 km', 'Genesis Hospital': '900 m', 'Delhi Public School': '650 m', 'HDFC Bank': '2.7 km', 'Raheja Market': '1.7 km', 'Sapphire Mall': '2.1 km', 'INXT High Street': '3 km', 'Dishoom Cinemas': '4.1 km'}",https://www.99acres.com/alpha-corp-gurgaonone-84-sector-84-gurgaon-npxid-r5096
221,Krrish Florence Estate,"{'The Vivekananda School': '600 Meter', 'Suraj PG Degree College, Sec -75': '2.4 KM', 'Dr Naveen Chawla General Physician': '3.5 KM', 'Omaxe Gurgaon Mall': '3.7 KM', 'Park Hospital': '4.8 KM', 'NH248A': '6.9 KM', 'Indira Gandhi Intl Airport': '25.8 KM'}",https://www.99acres.com/krrish-florence-estate-sector-70-gurgaon-npxid-r37698
222,Tulip Purple,"{'Indus World School': '750 m', 'Omaxe Gurgaon Mall': '4.2 km', 'Park Hospital': '6.1 km', 'Gurugram University': '7.2 km', 'Badshahpur Sohna Rd Hwy, Sector 68': '7.7 km', 'Indira Gandhi Intl Airport': '23.4 km', 'Infinity Business Park': '9.4 km', 'Gurgaon Railway Station': '12.8 km', 'Sector 55-56 metro station': '9.2 km', 'Park inn': '9.3 km', ""Oyster's Water Park"": '11.6 km', 'Nehru Stadium': '8.6 km'}",https://www.99acres.com/tulip-purple-sector-69-gurgaon-npxid-r37138
223,Tulip Ivory,"{'Indus World School': '0.26 Km', 'Reach 3 Roads Shopping Mall': '0.75 Km', 'SportsCube Center(Sports Complex)': '1.7 Km', 'Polaris Hospital': '4.4 Km', 'Radisson Hotel Sohna Road': '4.7 Km', 'DPG Institute of Technology': '4.9 Km', 'Southern Periphery Road': '5.6 Km', 'SkyJumper Trampoline Park': '5.6 Km', 'IMT Manesar': '16.9 Km', 'Indira Gandhi International Airport': '28.5 Km'}",https://www.99acres.com/tulip-ivory-sector-70-gurgaon-npxid-r35152
224,Shree Vardhman City,"{'GD Goenka World School': '600 Meter', 'Old Sohna Dhani Road': '750 Meter', 'K. R. Mangalam University': '1 KM', 'Badshahpur Sohna Rd Hwy': '2.7 KM', 'Vardaan Hospital & Trauma Centre': '2.8 KM', 'Omaxe Gurgaon Mall': '17 KM', 'Indira Gandhi Intl Airport': '36.6 KM'}",https://www.99acres.com/shree-vardhman-city-sohna-gurgaon-npxid-r27370
225,Signature Global Prime,"{'Paras Trinity Mall': '1.7 Km', 'Swastik Hospital': '2 Km', 'Sector 55-56 Metro Station': '4.4 Km', 'Pragyanam School': '4.5 Km', 'Golf Course Ext Rd': '5.1 Km', 'Duke Horse Riding Club': '5.5 Km', 'Surajgarh Gurgaon': '5.9 Km', 'KIIT College of Engineering': '9.7 Km', 'Bhondsi Nature Park': '10.1 Km', 'Golden Greens Golf & Resorts': '13.4 Km', 'F9 Go Karting Gurgaon': '14.3 Km', 'Hyatt Regency Gurgaon': '18 Km', 'Indira Gandhi International Airport': '22.6 Km'}",https://www.99acres.com/signature-global-prime-sector-63a-gurgaon-npxid-r344079
226,Antriksh Heights,"{'Society Park': '2 mins', 'MatriKiran High School': '11 mins', 'Old Bengali Market': '4 mins'}",https://www.99acres.com/antriksh-heights-sector-84-gurgaon-npxid-r2190
227,BPTP Pedestal,"{""St. Angel's Global"": '200m', 'Ninex Mall': '700 m', 'Oriental Bank of Commerce': '800 m', 'HDFC Bank ATM': '1.3 km', 'Kunskapsskolan International': '1.4 km', 'De Adventure Park': '2.8 km', 'Shaheed Bhagat Singh Chowk': '3.4 km', 'Sohna Rd': '3.4 km', 'Ektaa Hospitals': '4.1 km', 'Airia Mall': '4.3 km', 'ISKCON': '4.7 km', 'Meditree Market': '5.2 km', 'OMAXE Gurgaon Mall': '5.3 km', 'Urusvati Museum Of Folklore': '5.4 km', 'Leopard hills': '6.3 km'}",https://www.99acres.com/bptp-pedestal-sector-70a-gurgaon-npxid-r25372
228,Vatika Express City,"{'NH 352W': '4.9 KM', 'Euro International School': '6.4 KM', 'The Esplanade Mall': '8.3 KM', 'SGT University': '8.5 KM', 'Shri Balaji’s Multispeciality Hospital': '8.6 KM', 'Indira Gandhi Intl Airport': '32.6 KM'}",https://www.99acres.com/vatika-express-city-sector-88a-gurgaon-npxid-r37160
229,Pegasus Atulyam 83,"{'Gurgaon - Delhi Expy': '1.9 KM', 'Sector 86 Road': '2.1 KM', 'Genesis Hospital': '2.5 KM', 'Euro International School': '2.7 KM', 'Sapphire 83 Mall': '4.2 KM', 'Dwarka Expy': '4.8 KM', 'Basai Dhankot Railway Station': '9.1 KM', 'Gurugram University': '12.5 KM', 'HUDA Metro Station': '14.8 KM', 'Indira Gandhi Intl Airport': '24.7 KM'}",https://www.99acres.com/pegasus-atulyam-83-sector-83-gurgaon-npxid-r403827
230,DLF The Summit,"{'Golf Course Road': '0.65 KM', 'DLF5 Summit Plaza': '0.7 KM', 'Central Plaza Mall': '2.7 KM', 'Sector 53-54 Metro Station': '2.9 KM', 'Suncity School': '3.3 KM', 'Vallores Pre School': '3.6 KM', 'The Banyan Tree World School': '3.6 KM', 'Unicosmos School': '3.6 KM', 'Sector 42-43 Metro Station': '3.6 KM', 'Paras Hospital': '4.5 KM', 'Kriti Hospital': '4.7 KM', 'Anand Multispeciality Hospital': '4.7 KM', 'Huda Metro station': '6.8 KM', 'JMD Regent Mall': '7.7 KM', 'IGI Airport': '17.2 KM'}",https://www.99acres.com/dlf-the-summit-sector-54-gurgaon-npxid-r26556
231,The Close South,"{'Eye Doctors at Krishna Netralaya': '1.2 kms', 'Canara Bank': '1.0 kms', 'HDFC Bank': '1.2 kms', 'Tagore Public School': '1.1 kms', 'Apollo Pharmacy': '1.0 kms', 'Syndicate Bank': '1.4 kms', 'Star Nursery': '1.5 kms', 'HP Petrol Pump': '1.8 kms', 'Green garden narsari': '1.6 kms', 'IDFC FIRST Bank': '2.0 kms', 'Lotus Valley School': '1.3 kms', 'Fresco Market': '2.0 kms', 'Insfire Sports': '2.5 kms', 'Emerald Plaza': '3.3 kms', 'Shiva Temple Tigra': '1.5 kms'}",https://www.99acres.com/the-close-south-nirvana-country-gurgaon-npxid-r11694
232,Emaar Mgf Palm Terraces Select,"{'Golf Course Ext Rd': '900 Meter', 'DPS International Edge': '1.5 KM', 'Omaxe Gurgaon Mall': '2.6 KM', 'Park Hospital': '2.8 KM', 'Sector 55/56 Metro Station': '7.1 KM', 'Badshahpur Sohna Rd Hwy': '7.1 KM', 'Sushant University': '7.8 KM', 'Indira Gandhi Intl Airport': '22.8 KM'}",https://www.99acres.com/emaar-mgf-palm-terraces-select-sector-66-gurgaon-npxid-r904
233,Unitech Fresco,"{""McDonald's India"": '1.8Km', 'Park Hospital': '1.9Km', 'Golf Course Ext Rd': '2.4Km', 'The Paras World School': '2.4Km', 'M3M Cosmopolitan': '3.5Km', 'SkyJumper Trampoline Park': '4.8Km', 'Rapid Metro Station Sector 55 56': '6.4Km', 'IGI Airport': '21.2Km'}",https://www.99acres.com/unitech-fresco-nirvana-country-gurgaon-npxid-r4
234,Unitech Escape,"{'St Xavier High School': '0.3 KM', 'M3M IFC': '1.4 Km', 'Sohna Road': '2 Km', 'Park Hospital': '2.3 Km', 'Radisson Hotel Gurugram': '3.3 Km', 'Gurugram University': '3.3 Km', 'Airia Mall': '4.6 Km', 'Sector 55-56 Metro Station': '5 Km', 'SkyJumper Trampoline Park': '6 Km', 'Faridabad Gurgaon Road': '7 Km', 'IGI Airport': '22.5 Km'}",https://www.99acres.com/unitech-escape-nirvana-country-gurgaon-npxid-r10624
235,Unitech Harmony,"{'M3M Cosmopolitan Mall': '1.5 Km', 'Park Hospital': '2 Km', 'The Sylvan Trails School': '2.4 Km', 'Golf Course Ext Road': '2.5 Km', 'Vipul Trade Centre': '2.8 Km', 'Gurugram University': '3.7 Km', ""Oyster's Water Park"": '8.2 Km', 'Leisure Valley Park': '8.7 Km', 'Huda Metro Station (Gurugram)': '9 Km', 'DLF Golf and Country Club': '10.5 Km', 'F9 Go Karting Gurgaon': '11.9 Km', 'Hyatt Regency Hotel': '12.6 Km', 'Indira Gandhi International Airport': '22.8 Km'}",https://www.99acres.com/unitech-harmony-nirvana-country-gurgaon-npxid-r7
236,Vatika The Seven Lamps,"{'SS Omnia Mall': '3.3 Km', 'Nakhrola Stadium': '3.4 Km', 'Hyatt Regency Gurgaon': '3.9 Km', 'Arc Multi Speciality Hospital': '4.1 Km', 'Knowledge Tree World School': '4.4 Km', 'IMT Manesar': '8.8 Km', 'DPG Institute of Technology': '10.7 Km', 'SkyJumper Trampoline Park': '12.5 Km', 'Golf Course Ext Rd': '15 Km', 'Indira Gandhi International Airport': '28.9 Km'}",https://www.99acres.com/vatika-the-seven-lamps-sector-82-gurgaon-npxid-r1135
237,BPTP Freedom Park Life,"{'Presidium School Gurgoan': '1min away', 'Manav Rachna School': '3mins', 'Windsor International School': '8 mins', 'Dreamz Cafe': '4 mins away', 'Biryani Shah': '8 mins'}",https://www.99acres.com/bptp-freedom-park-life-sector-57-gurgaon-npxid-r375
238,DLF New Town Heights,"{'KLAY Play School': '1.7 KM', 'RHM Public School': '2.1 KM', 'Sanjeevani Hospital': '2.5 KM', 'Garhi Harsaru Junction': '5.9 KM', 'Spaze Business Park': '21.4 KM', 'Orchid Business Park': '21.5 KM', 'MG Road Metro Station': '25.6 KM', 'IGI Airport': '35.3 KM'}",https://www.99acres.com/dlf-new-town-heights-sector-91-gurgaon-npxid-r23702
239,La Lagune,"{'Sector 54 Chowk Metro Station': '950m', 'Golf course extension road': '2.5Km', 'Ardee Mall': '4.6Km', 'Gurugram Public School': '4.6Km', 'Paras Hospital': '4.9Km', 'Zooper India Trampoline Park': '5.1Km', 'Ernst & Young': '5.9Km', 'DLF Golf and Country Club': '6.1Km', 'BM College of Technology': '6.8Km', 'Kheri Railway station': '16.3Km', 'IGI Airport': '17.6Km'}",https://www.99acres.com/la-lagune-sector-54-gurgaon-npxid-r12072
240,M3M My Den,"{'Unitech Business Zone': '4 KM', 'Park Hospital': '4.1 KM', 'Omaxe Gurgaon Mall': '4.8 KM', 'Delhi Public School Gurugram Sector 67A': '1.5 KM', 'Sector 55-56 Metro Station': '7 KM', 'Samrat Mihir Bhoj Road': '100 Meter', 'Sushant University': '8.3 KM', 'Indira Gandhi Intl Airport': '24.1 KM', 'Badshahpur Sohna Rd Hwy': '3.8 KM', 'Grand Hyatt Gurgaon': '6.1 KM', 'Golf Pavilion': '13 KM', 'Tau DeviLal Sports Complex': '8.2 KM', 'De Adventure Park': '4.3 KM'}",https://www.99acres.com/m3m-my-den-sector-67-gurgaon-npxid-r324825
241,Suncity Avenue 102,"{'Delhi International Airport': '34 minutes drive', 'AIIMS': '26 minutes drive', 'The Hive': '5 minutes drive', 'Gurugram Rd': 'In close proximity', 'JMS Marine Square': '8 minutes drive', 'Stymerra Chowk': '8 minutes drive', 'Sector 102 Dhankot': '5 minutes drive', 'Shri Hanuman Ji Mandir': '5 minutes drive', 'MCC Cricket Ground Dhankot': '6 minutes drive', 'KFG Sports Club': '8 minutes drive', 'Signature Hospital': '10 minutes drive', 'Prime Scholars Int. School': 'In close proximity'}",https://www.99acres.com/suncity-avenue-102-sector-102-gurgaon-npxid-r256209
242,DLF Princeton Estate,"{'Sector 42-43 Metro Station': '1.8 Km', 'Paras Hospital': '2 Km', 'Ardee Mall': '2.6 Km', 'Zooper India Trampoline Park': '3.1 Km', 'DLF Golf and Country Club': '3.7 Km', 'The Shri Ram School Aravali': '3.9 Km', 'Taj City Centre Gurugram': '4 Km', 'Appu Ghar Water Park': '4.7 Km', 'PVR Drive in Theatre': '7.4 Km', 'Golf Course Ext Rd': '7.6 Km', 'Duke Horse Riding Club': '8 Km', 'Surajgarh Gurgaon': '9.2 Km', 'Indira Gandhi International Airport': '15.2 Km'}",https://www.99acres.com/dlf-princeton-estate-dlf-phase-5-gurgaon-npxid-r11712
243,Pyramid Urban Homes 2,"{'Aarvy Healthcare Super Speciality': '1.8 KM', ""St. Xavier's High School"": '2 KM', 'Minda Industries  Corporate Office': '3.1 KM', 'Sapphire 83 Mall': '3.2 KM', 'Rampura Flyover, Naurangpur Rd': '3.7 KM', 'Nakhrola Stadium': '3.8 KM', 'Manesar toll plaza - Kherki Daula': '6.1 KM', 'Imt Manesar, Gurugram': '7.7 KM', 'Holiday Inn': '3 km', 'Indira Gandhi Intl Airport': '29.4 Km'}",https://www.99acres.com/pyramid-urban-homes-2-sector-86-gurgaon-npxid-r181113
244,Satya The Hermitage,"{'Dwarka Expressway': '1.2 Km', 'S N International School': '1.2 Km', 'InfinityS Badminton Academy': '3.1 Km', 'Gurgaon Railway Station': '3.3 Km', 'Gurgaon Dreamz Mall': '4.6 Km', 'Metro Hospital, Palam Vihar': '6.4 Km', 'Delhi Jaipur Expressway': '7.7 Km', 'HUDA Market, Sector 14': '7.9 Km', 'F9 Go Karting Gurgaon': '8.4 Km', 'The NorthCap University': '8.8 Km', 'infinity Business Park': '9.4 Km', 'Hero Honda Chowk': '9.4 Km', 'SkyJumper Trampoline Park Gurgaon': '10.1 Km', 'Huda Metro Station': '11.6 Km', 'Indira Gandhi International Airport': '21.7 Km'}",https://www.99acres.com/satya-the-hermitage-sector-103-gurgaon-npxid-r7086
245,BPTP Spacio,"{'Suncity School': '0.2 Km', 'Gurugram Road': '1 Km', 'Dwarka Expressway': '1.5 Km', 'Sunrise University': '4 Km', 'Delhi Jaipur Highway': '5 Km', 'Sethi Hospital': '5.5 Km', 'Gurgaon Dreamz Mall': '7 Km', 'Gurgaon Railway Station': '7 Km', 'Infinity Business Park': '10.5 Km'}",https://www.99acres.com/bptp-spacio-sector-37d-gurgaon-npxid-r937
246,SS The Coralwood,"{'Sector 84 Road': '600 Meter', 'Delhi Public School, Sector 84': '1.3 KM', 'Dwarka Expy': '2 Km', 'Sapphire 83 Mall': '2.7 Km', 'Hyatt Regency Gurgaon': '3.9 KM', 'Aarvy Hospital': '3.9 KM', 'AapnoGhar': '6 KM', 'Garhi Harsaru Junction': '7.3 KM', 'DPG Degree College': '10.4 KM', 'Skyview Corporate Park': '12.4 KM', 'Indira Gandhi Intl Airport': '28.1 KM', 'Manesar Golf Course': '8.4 KM', 'Nakhrola Stadium': '5.2 KM'}",https://www.99acres.com/ss-the-coralwood-sector-84-gurgaon-npxid-r2722
